Fundamental Rank,Ticker,Short Name,Sector,Industry,Market Cap,Fundamental Score,Fundamental Grade,Fundamental Percentile,Value Score,Quality Score,Growth Score,Stability Score,Sector Fundamental Rank,Quality Value Signal,Forward PER,PBR,PSR,EV/EBITDA,FCF Yield,ROE,ROA,Operating Margin,Profit Margin,Revenue CAGR,Revenue CAGR Years Used,Revenue CAGR Method,Revenue Growth,Earnings Growth,Debt/Equity,Free Cash Flow,Operating Cash Flow,PBR Percentile,Forward PER Percentile,PSR Percentile,EV/EBITDA Percentile,FCF Yield Percentile,ROE Percentile,ROA Percentile,Operating Margin Percentile,Profit Margin Percentile,Data Quality,Failed Reason,Debt/Equity Raw,Growth CAGR Raw,Growth Earnings Raw,Growth Revenue Raw,Stability Debt Raw,Stability History Raw,Price,Daily Return,MA50,MA200,Price vs MA50,Price vs MA200,RSI14,Stoch K,Stoch D,Williams %R,Oscillator Identity Error,Momentum 3M,Momentum 6M,52W High,52W Drawdown,Sideways 31D Range,Volume,Volume 20D Avg,Volume Ratio,Trend Score,Momentum Score,RSI Score,Stochastic Score,Volume Score,Technical Score,Technical Data Quality,Technical Grade,Technical Failed Reason,Technical As Of,Stoch Bullish Cross,Stoch Bearish Cross,Williams Oversold Exit,Williams Overbought Exit,Oscillator Confirmation,Technical State,Trend State,RSI State,Stochastic State,Williams State,Drawdown State,Technical Rank,Fundamental Contribution,Technical Contribution,Combined Score,Combined Data Quality,Combined Missing Inputs,Combined Rank,Score Model
148,PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,22336430080.0,59.84,C,70.78,25.65,16.99,2.7,14.5,14,,10.448327,1.6910142,1.3613901,8.397,0.048284927006563,0.14901,0.092080005,0.15685001,0.1162,0.0265538662962443,3.0,Yearly,-0.096,-0.182,0.19065,1078512896.0,1626317952.0,0.75,0.8545454545454545,0.5636363636363636,0.8,0.5370370370370371,0.3863636363636363,0.6,0.6363636363636364,0.6181818181818182,OK,,19.065,2.7,0.0,0.0,7.0,1.5,119.8499984741211,0.014130971100295264,125.54528793334961,124.38208934783935,-0.04536442229717197,-0.036436844705543536,45.93717763501485,55.60545904772207,41.76151193934924,-44.394540952277936,7.105427357601002e-15,-0.1271523815397677,0.02772654076427261,143.57273871549623,-0.16523150880602844,0.12413021491732734,1238000.0,1618090.0,0.7650995927296999,10.0,6.0,12.0,10.0,4.0,46.67,OK,C,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,DOWNTREND,DOWNTREND,NEUTRAL,BULLISH,BULLISH,CORRECTION,324,37.400000000000006,17.50125,54.9,OK,,258,F5_T3_v2
271,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,68809097216.0,54.5,C,46.32,2.98,26.15,11.3,14.06,31,,29.242357,-10.947471,13.481406,26.508,0.0202571316932768,,0.11026,0.62987,0.31034002,0.1112559390058218,3.0,Yearly,0.025,0.141,,1393874944.0,2108999936.0,,0.0727272727272727,0.0363636363636363,0.0545454545454545,0.1666666666666666,,0.6727272727272727,0.9818181818181818,0.9636363636363636,PARTIAL,,,6.3,4.0,1.0,0.0,1.5,313.9599914550781,0.005862898611598277,317.86603515625,314.7928282165527,-0.012288333037066446,-0.0026456662503812067,51.38731955943133,91.36120792098983,71.69939032923362,-8.638792079010177,3.552713678800501e-15,-0.05635114479730319,0.04159414559965735,357.83707456895775,-0.122617487767954,0.10589560979221435,1532700.0,1701570.0,0.9007563603025441,10.0,9.0,15.0,10.0,6.0,55.56,OK,C+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,DOWNTREND,DOWNTREND,NEUTRAL,BULLISH,OVERBOUGHT,CORRECTION,249,34.0625,20.835,54.9,OK,,258,F5_T3_v2
289,DG,Dollar General Corporation,Consumer Defensive,Discount Stores,27005702144.0,53.84,C,42.64,21.0,13.14,10.7,9.0,15,,14.813587,2.907394,0.6188575,11.499,0.0643575087488012,0.19692,0.048899997,0.06813,0.03903,0.0412529383421078,3.0,Yearly,0.052,0.333,1.69811,1738019712.0,3316349952.0,0.6470588235294118,0.4166666666666667,0.8611111111111112,0.5555555555555556,0.6944444444444444,0.5588235294117647,0.2777777777777778,0.2777777777777778,0.4166666666666667,OK,,169.811,2.7,6.0,2.0,1.5,1.5,124.83999633789062,0.018852506174871886,124.37619979858398,126.30331428527832,0.003728981429387046,-0.01158574464706863,51.08338324257102,37.71649163109285,19.996749117708628,-62.28350836890715,0.0,0.04992644175192851,0.05738256679421183,156.6840910974757,-0.2032375752798945,0.10934380981510672,2506100.0,2628335.0,0.9534933712787753,8.0,12.0,15.0,10.0,6.0,56.67,OK,C+,,2026-09-25,False,False,True,False,REDUNDANT_SAME_WINDOW,DOWNTREND,DOWNTREND,NEUTRAL,BULLISH,BEARISH,MAJOR_DRAWDOWN,246,33.650000000000006,21.25125,54.9,OK,,258,F5_T3_v2
441,ETN,"Eaton Corporation, PLC",Industrials,Specialty Industrial Machinery,164938186752.0,41.79,D,12.52,6.65,16.15,8.5,10.5,68,,26.328268,8.145627,5.493179,27.965,0.0188320553121536,0.19684,0.07052,0.16563,0.12752,0.0976997924793441,3.0,Yearly,0.214,-0.159,1.05059,3106125056.0,4950000128.0,0.2985074626865671,0.1690140845070422,0.2394366197183098,0.1142857142857142,0.1126760563380281,0.5147058823529411,0.5070422535211268,0.4647887323943662,0.5492957746478874,OK,,105.059,4.5,0.0,4.0,3.0,1.5,439.9800109863281,-4.5429576526978543e-05,418.79933471679686,385.2207040405273,0.05057476102213543,0.14215047730155184,59.187308168956925,87.81704422040039,91.0336701099125,-12.182955779599604,5.329070518200751e-15,0.0953177073310485,0.2385365315171557,478.0,-0.07953972597002479,0.16557038175678174,1416900.0,2075890.0,0.6825506168438598,30.0,16.0,15.0,4.0,4.0,76.67,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,OVERBOUGHT,OVERBOUGHT,NORMAL,93,26.11875,28.75125,54.87,OK,,261,F5_T3_v2
45,FIS,Fidelity National Information S,Technology,Information Technology Services,18411233280.0,67.08,B-,91.25,33.54,13.47,9.57,10.5,10,,5.315402,1.1460378,1.5091176,11.034,0.1441036067302494,0.22348,0.04275,0.20669001,0.27648002,0.031797154725512,3.0,Yearly,0.291,,1.3251,2653125120.0,2976000000.0,0.9864864864864864,1.0,0.8987341772151899,0.8717948717948718,1.0,0.4266666666666667,0.189873417721519,0.4050632911392405,0.759493670886076,OK,,132.51,2.7,0.0,4.0,3.0,1.5,35.40999984741211,0.012003376644699637,40.34277862548828,46.583158283233644,-0.12227166660651567,-0.23985403411007045,32.26611633341308,17.43400620326438,11.150657115253992,-82.56599379673561,1.4210854715202004e-14,-0.07132100052814294,-0.23585339709701447,66.59567468700286,-0.4682837884917036,0.25831905526657106,6238600.0,6127050.0,1.0182061514105483,0.0,3.0,10.0,12.0,6.0,34.44,OK,F,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_DOWNTREND,STRONG_DOWNTREND,BEARISH,OVERSOLD,OVERSOLD,DEEP_CRASH,415,41.925,12.915,54.84,OK,,262,F5_T3_v2
360,AWK,"American Water Works Company, I",Utilities,Utilities - Regulated Water,27007268864.0,49.48,D,28.63,8.48,22.19,11.3,7.5,15,,20.698006,2.3152406,5.111141,14.709,-0.0661072019162907,0.10095,0.03516,0.40664002,0.21347,0.1067042985080599,3.0,Yearly,0.062,0.086,1.37745,-1785374976.0,2334000128.0,0.2580645161290322,0.032258064516129,0.0967741935483871,0.1612903225806451,0.6774193548387096,0.5806451612903226,0.8064516129032258,1.0,0.935483870967742,OK,,137.745,6.3,3.0,2.0,3.0,1.5,130.91000366210938,-0.004713716436870241,135.94838470458984,130.59382438659668,-0.03706098497182342,0.0024210890292690745,32.6337479785296,8.830559355755796,6.542406978631935,-91.1694406442442,0.0,-0.0067774880841449114,-0.034808712117589846,142.3699951171875,-0.08049442893950498,0.07623554692808909,1232500.0,1910690.0,0.6450549278009515,22.0,6.0,10.0,15.0,4.0,63.33,OK,C+,,2026-09-25,True,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,BEARISH,OVERSOLD,OVERSOLD,NORMAL,199,30.924999999999997,23.74875,54.67,OK,,263,F5_T3_v2
57,ADSK,"Autodesk, Inc.",Technology,Software - Application,45342547968.0,66.09,B-,88.87,18.3,21.49,15.8,10.5,17,,15.278825,13.40273,5.8206096,19.638,0.0696365785669647,0.53854,0.11472999,0.29228002,0.21078,0.1291805581163574,3.0,Yearly,0.161,0.596,1.09518,3157499904.0,2896000000.0,0.3108108108108108,0.6410256410256411,0.4683544303797468,0.4743589743589743,0.810126582278481,0.8,0.6835443037974683,0.6329113924050633,0.569620253164557,OK,,109.518,6.3,6.0,3.5,3.0,1.5,209.39999389648438,-0.009226459194309977,233.67859954833983,241.2214998626709,-0.10389742877089214,-0.1319181995978913,36.77712073808066,11.66853800952529,18.42981662804448,-88.33146199047471,0.0,0.0669520012097562,-0.12688157320703508,326.20001220703125,-0.35806258105354305,0.30955373616576787,1877400.0,2365525.0,0.7936504581435411,0.0,11.0,10.0,7.0,4.0,35.56,OK,D,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_DOWNTREND,STRONG_DOWNTREND,BEARISH,OVERSOLD,OVERSOLD,DEEP_DRAWDOWN,394,41.306250000000006,13.335,54.64,OK,,264,F5_T3_v2
284,MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,81150877696.0,54.07,C,43.74,2.87,27.9,15.8,7.5,41,,24.76148,26.827162,9.944961,21.568,0.0317818496265891,0.76932,0.15619999,0.49473998,0.34252,0.1217396973837405,3.0,Yearly,0.151,0.567,2.40682,2579124992.0,3319000064.0,0.0317460317460317,0.03125,0.078125,0.1081081081081081,0.2,0.984126984126984,0.953125,0.859375,0.84375,OK,,240.682,6.3,6.0,3.5,0.0,1.5,468.70001220703125,0.002888640389183239,484.78844970703125,470.3540466308594,-0.03318651157989139,-0.003516573176474136,43.19567536168383,35.78404949098577,31.97786842961445,-64.21595050901423,1.4210854715202004e-14,0.04373342488721588,0.0891349190635391,543.2534871990895,-0.13723515218731797,0.11489998866195483,651100.0,705885.0,0.9223882077108877,10.0,12.0,12.0,10.0,6.0,55.56,OK,C+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,DOWNTREND,DOWNTREND,BEARISH,BULLISH,BEARISH,CORRECTION,249,33.79375,20.835,54.63,OK,,265,F5_T3_v2
173,PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,23234795520.0,58.02,C,65.81,21.09,19.73,4.7,12.5,8,,12.064909,2.7519746,1.4149439,10.839,0.0475418440006998,0.19297001,0.060489997,0.14016,0.09573,0.0055411614505045,3.0,Yearly,0.072,-0.015,0.86938,1104625024.0,2164000000.0,0.4545454545454545,0.6818181818181818,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.8181818181818182,0.6363636363636364,0.3636363636363636,0.6363636363636364,OK,,86.938,2.7,0.0,2.0,5.0,1.5,107.5199966430664,0.011286653044456418,111.94300964355469,110.79037998199463,-0.03951129252797381,-0.029518658023013566,45.9468634642758,46.64222901218467,36.9993672807369,-53.35777098781533,0.0,-0.12212981020674163,0.03403363823184291,130.99345556073013,-0.17919566147166144,0.09768472102744274,1488800.0,1699640.0,0.8759502012190817,10.0,6.0,12.0,10.0,6.0,48.89,OK,C,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,DOWNTREND,DOWNTREND,NEUTRAL,BULLISH,BEARISH,CORRECTION,307,36.2625,18.333750000000002,54.6,OK,,266,F5_T3_v2
350,EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,100777345024.0,49.99,D,30.62,7.49,19.5,14.0,9.0,23,,54.851772,7.007142,10.175419,27.13,0.0374687386247449,0.10735,0.03683,0.27021998,0.15479,0.0826577301901023,3.0,Yearly,0.167,0.288,1.62217,3776000000.0,3942000128.0,0.1428571428571428,0.2333333333333333,0.1935483870967742,0.1612903225806451,0.3870967741935484,0.75,0.7419354838709677,0.4838709677419355,0.3548387096774194,OK,,162.217,4.5,6.0,3.5,1.5,1.5,1008.0800170898438,-0.025783749298375347,1042.56509765625,973.1988488769531,-0.033077148509892296,0.03584176887708268,42.120603630628445,25.77493760413848,49.59776411275889,-74.22506239586151,1.4210854715202004e-14,-0.07184394077517109,0.05658814386665956,1118.6549839367933,-0.09884635426895605,0.09826494216107196,882400.0,532770.0,1.656249413442949,22.0,9.0,12.0,7.0,6.0,62.22,OK,C+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,BEARISH,BEARISH,BEARISH,NORMAL,213,31.243750000000002,23.3325,54.58,OK,,267,F5_T3_v2
365,CDW,CDW Corporation,Technology,Information Technology Services,18276296704.0,49.25,D,27.63,24.14,13.11,4.5,7.5,65,,12.134438,7.5007696,0.7777015,12.106,0.0370308892967291,0.44009998,0.06585,0.07345,0.04597,-0.0189486794509169,3.0,Yearly,0.1,0.049,2.6327800000000003,676787520.0,981800000.0,0.4864864864864865,0.8333333333333334,0.9620253164556962,0.8076923076923077,0.5443037974683544,0.76,0.3544303797468354,0.0886075949367088,0.1012658227848101,OK,,263.278,0.0,1.5,3.0,0.0,1.5,135.42999267578125,-0.028897274086286173,141.97388061523438,130.88002365112305,-0.04609219605110193,0.034764426974636775,39.099709536544644,0.5086003362210677,12.32015178241283,-99.49139966377894,0.0,0.020832338921019877,0.12959079928863648,163.66732378990514,-0.17252882530401314,0.1671217036622139,1206400.0,1607625.0,0.7504237617603607,22.0,14.0,10.0,7.0,4.0,63.33,OK,C+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,BEARISH,OVERSOLD,OVERSOLD,CORRECTION,199,30.78125,23.74875,54.53,OK,,268,F5_T3_v2
167,ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,140921503744.0,58.55,C,67.0,3.37,23.96,17.15,14.06,29,,32.529274,7.661576,12.771108,32.02,0.0185578490898792,0.17423001,0.10512,0.33603,0.28445998,0.1738671679306886,3.0,Yearly,0.185,0.265,,2615200000.0,3706400000.0,0.2181818181818181,0.0338983050847457,0.05,0.0338983050847457,0.0833333333333333,0.6545454545454545,0.8,0.85,0.9666666666666668,OK,,,7.65,6.0,3.5,0.0,1.5,405.17999267578125,0.01416700995632958,373.92999877929685,450.89789947509763,0.08357177546198691,-0.10139303565738012,65.3958859568687,98.02090009363913,93.11175488283236,-1.979099906360872,2.220446049250313e-16,0.001186015454095024,-0.13524703183897613,603.8800048828125,-0.3290388994508776,0.15712813696096495,2496000.0,2412045.0,1.034806564554144,8.0,9.0,10.0,10.0,6.0,47.78,OK,C,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,DOWNTREND,DOWNTREND,BULLISH,OVERBOUGHT,OVERBOUGHT,DEEP_DRAWDOWN,319,36.59375,17.9175,54.51,OK,,269,F5_T3_v2
217,FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,9640120320.0,56.44,C,56.96,17.23,22.21,6.5,10.5,12,,34.764755,3.0069137,7.2187767,17.651,0.0473165911688537,0.12550999,0.03259,0.35035,0.32663,0.0598270087053274,3.0,Yearly,0.072,-0.456,1.34114,456137632.0,630972032.0,0.3571428571428571,0.5333333333333333,0.4838709677419355,0.5806451612903226,0.5483870967741935,0.7857142857142857,0.6774193548387096,0.6451612903225806,0.7741935483870968,OK,,134.114,4.5,0.0,2.0,3.0,1.5,110.5199966430664,0.0015405362147347113,118.179599609375,111.03232662200928,-0.06481324180845316,-0.004614241586479717,28.107315011853515,15.042108539316146,9.569518063845184,-84.95789146068385,0.0,-0.1082421783694536,0.08717986396889987,128.2100067138672,-0.13797682820718105,0.08684523313836845,1340800.0,877675.0,1.5276725439371066,10.0,6.0,8.0,12.0,10.0,51.11,OK,C,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,OVERSOLD,DOWNTREND,OVERSOLD,OVERSOLD,OVERSOLD,CORRECTION,284,35.275,19.166249999999998,54.44,OK,,270,F5_T3_v2
424,J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,16932797440.0,44.34,D,15.9,19.48,5.87,8.5,10.5,66,,17.363192,5.145317,1.190839,18.595,0.038131790703096,0.07998,0.04551,0.07387,0.0238,0.0713404063193323,3.0,Yearly,0.345,-0.254,1.24734,645677888.0,735843008.0,0.5223880597014925,0.6056338028169014,0.8309859154929577,0.3571428571428571,0.676056338028169,0.088235294117647,0.2535211267605634,0.1408450704225352,0.056338028169014,OK,,124.734,4.5,0.0,4.0,3.0,1.5,138.3699951171875,0.022463557563000114,142.35538970947266,132.4731028366089,-0.02799609203711073,0.04451388360588027,40.55064010633464,34.87780767258035,15.765606199023617,-65.12219232741965,1.4210854715202004e-14,0.10356849503822807,0.07432650644402838,166.6643662095332,-0.1697685698259792,0.12303254024388588,644900.0,801225.0,0.8048925083465943,22.0,14.0,12.0,10.0,6.0,71.11,OK,B,,2026-09-25,False,False,True,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,BEARISH,BULLISH,BEARISH,CORRECTION,137,27.712500000000002,26.666249999999998,54.38,OK,,271,F5_T3_v2
438,GLW,Corning Incorporated,Technology,Electronic Components,129057431552.0,42.18,D,13.12,8.48,10.0,11.2,12.5,75,,34.513756,10.829547,7.607724,33.479,0.0056912644174547,0.16813,0.05367,0.15649,0.111999996,0.0327450787688683,3.0,Yearly,0.166,0.185,0.7144799999999999,734499968.0,3915000064.0,0.4054054054054054,0.1282051282051282,0.3670886075949367,0.2307692307692307,0.0759493670886076,0.32,0.2658227848101265,0.2531645569620253,0.2911392405063291,OK,,71.448,2.7,5.0,3.5,5.0,1.5,156.74000549316406,0.01680189230768936,152.60006958007813,148.4271797943115,0.027129318646302858,0.05600608803840612,51.75941818462589,49.70639345964485,45.99525647682629,-50.29360654035515,0.0,-0.28959447162302776,0.16225117157295244,271.26919747500915,-0.42219755522517877,0.20418229177073366,5634000.0,8694910.0,0.6479653038386827,30.0,8.0,15.0,10.0,4.0,74.44,OK,B,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,NEUTRAL,BULLISH,BEARISH,DEEP_CRASH,111,26.3625,27.915,54.28,OK,,272,F5_T3_v2
35,OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,26083463168.0,68.72,B-,93.14,27.05,18.91,8.7,14.06,3,,15.091845,-4.5380487,1.7492766,13.034,0.0550636230606845,,0.14249,0.15133001,0.10167,0.0178502203199479,3.0,Yearly,0.073,0.13,,1436249984.0,1871000064.0,,0.7887323943661971,0.7323943661971831,0.7285714285714285,0.8309859154929577,,0.8873239436619719,0.3943661971830985,0.4084507042253521,PARTIAL,,,2.7,4.0,2.0,0.0,1.5,65.94000244140625,-0.011097748356070247,70.94142105102539,77.8731148147583,-0.07050068261279696,-0.1532378973377153,35.32814450757439,1.241344155807981,12.58916050479533,-98.75865584419202,0.0,-0.09359623682876439,-0.1381503207771685,93.42918153424849,-0.29422476619647453,0.10145578653801834,3446200.0,4572270.0,0.7537175188691831,0.0,6.0,10.0,7.0,4.0,30.0,OK,F,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_DOWNTREND,STRONG_DOWNTREND,BEARISH,OVERSOLD,OVERSOLD,MAJOR_DRAWDOWN,449,42.95,11.25,54.2,OK,,273,F5_T3_v2
315,MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,78110089216.0,51.97,C,37.38,12.9,15.07,11.5,12.5,17,,18.10915,2.9250588,1.9687483,16.128,0.0288359040759951,0.13340001,0.04123,0.21978001,0.08862001,0.069565782151677,3.0,Yearly,0.041,1.449,0.82643,2252375040.0,4435999744.0,0.6176470588235294,0.2777777777777778,0.3888888888888889,0.25,0.2222222222222222,0.3823529411764705,0.1944444444444444,0.7777777777777778,0.6111111111111112,OK,,82.643,4.5,6.0,1.0,5.0,1.5,60.25,-0.0100230135431153,62.09859985351562,58.92680727005005,-0.029768784769323098,0.022454851895946426,39.64629339257597,6.527412022963869,20.942563604217497,-93.47258797703613,0.0,-0.0005753240405718119,0.06427648940108588,66.6500015258789,-0.09602402669704235,0.07528666972163678,5578300.0,8033085.0,0.6944156572474959,22.0,9.0,10.0,7.0,4.0,57.78,OK,C+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,UPTREND,UPTREND,BEARISH,BEARISH,OVERSOLD,NORMAL,236,32.48125,21.6675,54.15,OK,,274,F5_T3_v2
411,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,913892179968.0,45.3,D,18.49,5.3,9.21,16.3,14.5,69,,35.95345,13.590833,22.12546,94.651,0.0096745544406667,0.10196,0.05128,0.1725,0.15577,0.1364359933536842,3.0,Yearly,0.501,1.595,0.06361,8841499648.0,10080000000.0,0.2837837837837837,0.0897435897435897,0.0632911392405063,0.0512820512820512,0.189873417721519,0.1866666666666666,0.2278481012658227,0.3037974683544304,0.4050632911392405,OK,,6.361,6.3,6.0,4.0,7.0,1.5,630.6300048828125,0.0021771526808096464,504.7130029296875,364.753550567627,0.24948238151626678,0.7289208121522885,72.99571503316014,94.72490426113212,96.1203647330661,-5.275095738867874,1.7763568394002505e-15,0.2090762380073785,2.094812738186907,639.0,-0.013098583907961703,0.38247544681698575,17594900.0,21625440.0,0.8136204396303612,30.0,20.0,6.0,0.0,6.0,68.89,OK,B,,2026-09-25,False,True,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,OVERBOUGHT,OVERBOUGHT,OVERBOUGHT,NEAR_52W_HIGH,159,28.3125,25.833750000000002,54.15,OK,,274,F5_T3_v2
466,CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,243338117120.0,37.82,D,7.55,1.66,3.09,18.57,14.5,78,,147.98463,47.692154,45.094807,2238.256,0.0082000530603924,0.01461,-0.0078100003,-0.02259,0.00834,0.2900686653697968,3.0,Yearly,0.258,,0.15958,1995385472.0,2016615040.0,0.054054054054054,0.0128205128205128,0.0253164556962025,0.0128205128205128,0.1392405063291139,0.0533333333333333,0.0253164556962025,0.0253164556962025,0.050632911392405,OK,,15.958,9.0,0.0,4.0,7.0,1.5,252.1300048828125,-0.029036885874464846,212.63120025634765,150.1114874267578,0.18576203576354366,0.6796183237197715,62.137043168360705,80.30202678225116,90.69239995730743,-19.697973217748842,3.552713678800501e-15,0.4385028753791682,1.568692455997386,263.8699951171875,-0.04449156952900668,0.4159563238781194,7630500.0,12241985.0,0.6233057792506689,30.0,20.0,15.0,4.0,4.0,81.11,OK,B+,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,STRONG_UPTREND,STRONG_UPTREND,BULLISH,OVERBOUGHT,OVERBOUGHT,NORMAL,60,23.6375,30.416249999999998,54.05,OK,,276,F5_T3_v2
150,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,131076800512.0,59.74,C,70.38,12.48,19.45,15.3,12.5,10,,39.600586,2.3444319,13.572576,24.58,0.0412501767122779,0.07749,0.02516,0.43030998,0.43575,0.1374110443739591,3.0,Yearly,0.123,0.853,0.63823,5406941184.0,5240974848.0,0.5,0.3666666666666666,0.032258064516129,0.1935483870967742,0.4838709677419355,0.5357142857142857,0.4516129032258064,0.7419354838709677,0.935483870967742,OK,,63.823,6.3,6.0,3.0,5.0,1.5,133.0500030517578,-0.005754029519632109,139.45470703125,135.86020492553712,-0.0459267680226596,-0.020684510783121057,37.55065402690625,16.689672533631196,26.33840054784274,-83.3103274663688,0.0,-0.04189216837431531,0.04115651034688961,152.14207825389113,-0.1254884606628871,0.06900229541267255,2543100.0,3271405.0,0.7773724133820178,10.0,9.0,10.0,7.0,4.0,44.44,OK,D,,2026-09-25,False,False,False,False,REDUNDANT_SAME_WINDOW,DOWNTREND,DOWNTREND,BEARISH,BEARISH,OVERSOLD,CORRECTION,338,37.3375,16.665,54.0,OK,,277,F5_T3_v2
90,ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,29504165888.0,63.66,C+,82.31,22.11,28.06,6.0,7.5,13,,10.93174,9.108305,3.0975502,9.12,0.0683632251681569,0.64911,0.15352,0.40721,0.27685,0.0542258768150962,3.0,Yearly,-0.002,0.012,2.93996,2016999936.0,2840000000.0,0.1454545454545454,0.864406779661017,0.5166666666666667,0.8983050847457628,0.8333333333333334,0.9090909090909092,0.9333333333333332,0.9666666666666668,0.9166666666666666,OK,,293.996,4.5,1.5,0.0,0.0,1.5,71.05000305175781,0.011100134423706054,74.91679946899414,98.68594287872314,-0.051614543662355516,-0.2800392742959107,39.693442936192696,27.419460692223762,16.8714030790611,-72.58053930777623,0.0,-0.05972803932381998,-0.3838936630995434,145.98622406964154,-0.5133102215325195,0.10616204739214652,4165600.0,4683435.0,0.8894326493268295,0.0,3.0,10.0,15.0,6.0,37.78,OK,D,,2026-09-25,True,False,True,False,REDUNDANT_SAME_WINDOW,RECOVERY,STRONG_DOWNTREND,BEARISH,BULLISH,BEARISH,DEEP_CRASH,375,39.787499999999994,14.1675,53.96,OK,,278,F5_T3_v2
143,LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,16061546496.0,60.27,C+,71.77,30.67,12.61,6.5,10.5,37,,10.014667,3.0325847,0.9108283,9.197,0.0713894533310075,0.27781,0.089099996,0.11715999,0.07803,0.0605794474931389,3.0,Yearly,0.072,-0.067,1.23276,1146625024.0,2300000000.0,0.8243243243243243,0.8846153846153846,0.9493670886075948,0.935897435897436,0.8354430379746836,0.52,0.5316455696202531,0.1392405063291139,0.1772151898734177,OK,,123.276,4.5,0.0,2.0,3.0,1.5,123.61000061035156,0.0021078406116479265,128.7160382080078,147.9111344909668,-0.03966900837489096,-0.16429550056692543,39.32642495354757,11.492319238578315,10.112258335535262,-88.50768076142168,0.0,0.21866601217070647,-0.21024551991138585,203.41437463735906,-0.392324161796728,0.18268066154171314,939800.0,1309825.0,0.7175004294466818,0.0,10.0,10.0,15.0,4.0,43.33,OK,D,,2026-09-25,True,False,False,False,REDUNDANT_SAME_WINDOW,RECOVERY,STRONG_DOWNTREND,BEARISH,OVERSOLD,OVERSOLD,DEEP_DRAWDOWN,347,37.66875,16.24875,53.92,OK,,279,F5_T3_v2
257,HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,12351263744.0,54.88,C,49.11,15.7,26.68,5.0,7.5,28,,13.4192295,17.542067,2.4835646,11.442,0.0557149479003142,1.5956,0.13079001,0.22157,0.15968001,-0.0706306857489308,3.0,Yearly,0.162,,5.310420000000001,688150016.0,1288199936.0,0.1363636363636363,0.6181818181818182,0.3090909090909091,0.6,0.6111111111111112,0.9772727272727272,0.7818181818181819,0.8909090909090909,0.8,OK,,531.042,0.0,0.0,3.5,0.0,1.5,88.08999633789062,0.014744831416829918,91.34763244628907,89.0308069229126,-0.035661965407958185,-0.010567247647621292,41.781787807641386,35.509073107764756,22.09107875654639,-64.49092689223525,0.0,0.040091155119453825,-0.01845280823340867,104.59952850058913,-0.15783562697995834,0.11812299603830545,1562000.0,1572485.0,0.9933322098461989,10.0,9.0,12.0,10.0,6.0,52.22,OK,C,,2026-09-25,False,False,True,False,REDUNDANT_SAME_WINDOW,DOWNTREND,DOWNTREND,BEARISH,BULLISH,BEARISH,CORRECTION,272,34.300000000000004,19.5825,53.88,OK,,280,F5_T3_v2
